iodine-sml-000,568,610,19,17
lanthanide-sml-000,587,610,19,17
magma-sml-000,193,605,19,17
magnetic-sml-000,231,605,19,17
maroon-sml-000,269,605,19,17
metal-sml-000,307,605,19,17
noble-sml-000,345,605,19,17
oolite-sml-000,383,605,19,17
opalescent-sml-000,421,605,19,17
organic-sml-000,459,605,19,17
pellucid-sml-000,497,605,19,17
plutonic-sml-000,535,605,19,17
primordial-sml-000,573,605,19,17
purple-sml-000,592,605,19,17
purplegas-sml-000,212,605,19,17
quasidegenerate-sml-000,250,605,19,17
radioactive-sml-000,288,605,19,17
rainbow-sml-000,326,605,19,17
redgas-sml-000,364,605,19,17
redux-sml-000,402,605,19,17
ruby-sml-000,440,605,19,17
sapphire-sml-000,478,605,19,17
selenic-sml-000,516,605,19,17
shattered-sml-000,554,605,19,17
superdense-sml-000,231,605,19,17
telluric-sml-000,269,605,19,17
treasure-sml-000,307,605,19,17
ultramarine-sml-000,345,605,19,17
urea-sml-000,383,605,19,17
vinylogous-sml-000,421,605,19,17
violetgas-sml-000,459,605,19,17
water-sml-000,497,605,19,17
xenolithic-sml-000,535,605,19,17
yellowgas-sml-000,573,605,19,17
yttric-sml-000,592,605,19,17
